code,name,category,quantity,reorder_level,buying_price,wholesale_price,retail_price,stock_value,potential_retail_value,unit_gross_profit,margin_pct,vat_rate,reorder_flag,negative_stock_flag,abc_class
1020,16MM SINGLE CABLE RED METSEC MTRS,ELECTRICALS,86.0,0.0,250.0,450.0,500.0,21500.0,43000.0,250.0,50.0,16.0,False,False,C
1021,100W OUTDOOR LAMP AC IP66,ELECTRICALS,5.0,0.0,900.0,950.0,1500.0,4500.0,7500.0,600.0,40.0,16.0,False,False,C
1023,AFRILIGHT 3-LINE PINK FULLMOON,ELECTRICALS,0.0,0.0,1400.0,1600.0,2100.0,0.0,0.0,700.0,33.3,16.0,True,False,C
1024,HAIR TRIMMER WERHL WL-11062,ELECTRICALS,6.0,0.0,600.0,700.0,950.0,3600.0,5700.0,350.0,36.8,16.0,False,False,C
1025,BASSBAR ISOLATOR,ELECTRICALS,92.0,0.0,3000.0,3500.0,4000.0,276000.0,368000.0,1000.0,25.0,16.0,False,False,A
1027,HALF HEX NIPPLE,ELECTRICALS,80.0,0.0,20.0,40.0,50.0,1600.0,4000.0,30.0,60.0,16.0,False,False,C
1028,4WAY PURE POWER,ELECTRICALS,1000.0,0.0,10.0,260.0,260.0,10000.0,260000.0,250.0,96.2,16.0,False,False,C
103,MODI SPIKE LIGHT SOLAR 0702R,BULBS,32.0,0.0,950.0,1000.0,1500.0,30400.0,48000.0,550.0,36.7,16.0,False,False,C
1031,30A POWER SUPPLY,ELECTRICALS,8.0,0.0,1100.0,1900.0,2500.0,8800.0,20000.0,1400.0,56.0,16.0,False,False,C
1032,12W E27 NEELUX WH 47-1200,BULBS,425.0,0.0,45.0,48.0,70.0,19125.0,29750.0,25.0,35.7,16.0,False,False,C
1033,KAMISAFE 5818,BULBS,873.0,0.0,380.0,400.0,500.0,331740.0,436500.0,120.0,24.0,16.0,False,False,A
1034,4GANG 2WAY LOYA,BULBS,1034.0,0.0,130.0,150.0,150.0,134420.0,155100.0,20.0,13.3,16.0,False,False,B
1035,30W FLOODLIGHT SENSOR,FLOODLIGHTS,1002.0,0.0,1000.0,1050.0,1050.0,1002000.0,1052100.0,50.0,4.8,16.0,False,False,A
1036,SUNFLOWER BULB R.G.B,BULBS,2.0,0.0,600.0,650.0,900.0,1200.0,1800.0,300.0,33.3,16.0,False,False,C
1037,4FT 36W DUSTPROOF WARM NEELUX,BULBS,73.0,0.0,250.0,450.0,500.0,18250.0,36500.0,250.0,50.0,16.0,False,False,C
1038,KAMISAFE 7628,BULBS,2.0,0.0,920.0,1050.0,1200.0,1840.0,2400.0,280.0,23.3,16.0,False,False,C
1039,150W DC IRON BOX JS-209,BULBS,0.0,0.0,620.0,1000.0,1300.0,0.0,0.0,680.0,52.3,16.0,True,False,C
1040,4T ELEMENT ENERBRASS,BULBS,656.0,0.0,250.0,380.0,500.0,164000.0,328000.0,250.0,50.0,16.0,False,False,B
1041,100W AC FLOODLIGHT MINI STANDARD,FLOODLIGHTS,1.0,0.0,800.0,950.0,1500.0,800.0,1500.0,700.0,46.7,16.0,False,False,C
1042,TWIN SOCKET SIASE SILVER,SOCKETS/SWITCHES,2.0,0.0,420.0,480.0,600.0,840.0,1200.0,180.0,30.0,16.0,False,False,C
1043,ITEL FAN STANDING,BULBS,995.0,0.0,100.0,2500.0,2500.0,99500.0,2487500.0,2400.0,96.0,16.0,False,False,B
1044,SINGLE PATRESS,BULBS,-127.0,0.0,18.0,23.0,35.0,-2286.0,0.0,17.0,48.6,16.0,True,True,C
1045,TWIN PATRESS,BULBS,-138.0,0.0,28.0,33.0,40.0,-3864.0,0.0,12.0,30.0,16.0,True,True,C
1046,STRAIGHT HOLDER LEDON,ELECTRICALS,9.0,0.0,50.0,60.0,65.0,450.0,585.0,15.0,23.1,16.0,False,False,C
1047,STRAIGHT HOLDER PRIME POWER,BULBS,0.0,0.0,48.0,60.0,70.0,0.0,0.0,22.0,31.4,16.0,True,False,C
1048,3W B22 AC DP BULB,BULBS,253.0,0.0,38.0,40.0,45.0,9614.0,11385.0,7.0,15.6,16.0,False,False,C
1049,5W B22 AC DP BULB,BULBS,253.0,0.0,43.0,45.0,60.0,10879.0,15180.0,17.0,28.3,16.0,False,False,C
105,1.5MM TWIN WITH EARTH METSEC ROLL,CABLES,0.0,0.0,8500.0,8800.0,9000.0,0.0,0.0,500.0,5.6,16.0,True,False,C
1051,GETTOP HEAVY DUTY,BULBS,10.0,0.0,220.0,250.0,300.0,2200.0,3000.0,80.0,26.7,16.0,False,False,C
1052,5W B22 AVC WH+BLUE 9305,BULBS,12.0,0.0,36.0,45.0,65.0,432.0,780.0,29.0,44.6,16.0,False,False,C
1053,4T FAME SHOWER SUPER DUCHA,BULBS,275.0,0.0,1000.0,1250.0,1400.0,275000.0,385000.0,400.0,28.6,16.0,False,False,A
1054,AILYONS BLENDER 2IN1 FY-B305 BLACK,BULBS,4.0,0.0,1650.0,1800.0,2200.0,6600.0,8800.0,550.0,25.0,16.0,False,False,C
1055,2IN1 ICOOK BLENDER,BULBS,1000.0,0.0,1650.0,1850.0,1900.0,1650000.0,1900000.0,250.0,13.2,16.0,False,False,A
1056,20YARDS GLOBE TAPE BLACK PIECES,BULBS,322.0,0.0,48.0,70.0,100.0,15456.0,32200.0,52.0,52.0,16.0,False,False,C
1057,10YARDS GLOBE TAPE BLACK ROLL,BULBS,2501.0,0.0,220.0,360.0,500.0,550220.0,1250500.0,280.0,56.0,16.0,False,False,A
1058,10YARD TAPE TRONIC BLACK ROLL,ELECTRICALS,394.0,0.0,420.0,550.0,600.0,165480.0,236400.0,180.0,30.0,16.0,False,False,B
1059,20YARDS TRONIC TAPE RED PIECE,ELECTRICALS,53.0,0.0,80.0,100.0,110.0,4240.0,5830.0,30.0,27.3,16.0,False,False,C
106,1FT GI PIPE,BULBS,10.0,0.0,50.0,70.0,80.0,500.0,800.0,30.0,37.5,16.0,False,False,C
1060,BATTERY AA,BULBS,1021.0,0.0,290.0,350.0,400.0,296090.0,408400.0,110.0,27.5,16.0,False,False,A
1061,BATTERY AAA,BULBS,6.0,0.0,3190.0,220.0,220.0,19140.0,1320.0,0.0,0.0,16.0,False,False,C
1062,7W B22 AC DP BULB,BULBS,133.0,0.0,52.0,60.0,65.0,6916.0,8645.0,13.0,20.0,16.0,False,False,C
1063,5W DP COLOURED BULB,BULBS,1200.0,0.0,45.0,70.0,90.0,54000.0,108000.0,45.0,50.0,16.0,False,False,B
1064,125A MCCB DC SUNTREE,SOLAR,30.0,0.0,11500.0,13000.0,15000.0,345000.0,450000.0,3500.0,23.3,16.0,False,False,A
1066,DATA SOCKET ASERIES WHITE,BULBS,1019.0,0.0,250.0,350.0,450.0,254750.0,458550.0,200.0,44.4,16.0,False,False,A
1067,4WAY EXTENSION POWERKING,BULBS,2664.0,0.0,150.0,180.0,250.0,399600.0,666000.0,100.0,40.0,16.0,False,False,A
1068,5WAY EXTENSION POWERKING,BULBS,0.0,0.0,200.0,240.0,250.0,0.0,0.0,50.0,20.0,16.0,True,False,C
1069,"GYPSUM SCREW 3""",BULBS,2.0,0.0,380.0,450.0,500.0,760.0,1000.0,120.0,24.0,16.0,False,False,C
107,500W JUA KALI INVERTER,BULBS,4.0,0.0,1350.0,1800.0,2200.0,5400.0,8800.0,850.0,38.6,16.0,False,False,C
1070,GOTV AERIAL POLYTHENE,BULBS,16.0,0.0,280.0,300.0,330.0,4480.0,5280.0,50.0,15.2,16.0,False,False,C
1072,3WAY EXTENSION TRONIC,BULBS,998.0,0.0,700.0,900.0,900.0,698600.0,898200.0,200.0,22.2,16.0,False,False,A
1073,24W MODI BULKHEAD 18420 ROUND BODY WH WH H071,BULBS,293.0,0.0,150.0,300.0,400.0,43950.0,117200.0,250.0,62.5,16.0,False,False,B
1074,10.0MM 3CORE AMOURED CABLE MTRS,BULBS,173.0,0.0,600.0,1100.0,1200.0,103800.0,207600.0,600.0,50.0,16.0,False,False,B
1075,100W VELLMAX FLOODLIGHT V-FL-75100W,FLOODLIGHTS,96.0,0.0,950.0,1300.0,1700.0,91200.0,163200.0,750.0,44.1,16.0,False,False,B
1076,50W VELLMAX FLOODLIGHT V-FL-7550,FLOODLIGHTS,148.0,0.0,550.0,750.0,800.0,81400.0,118400.0,250.0,31.2,16.0,False,False,B
1077,30W VELLMAX FLOODLIGHT V-FL-7530,FLOODLIGHTS,320.0,0.0,380.0,480.0,650.0,121600.0,208000.0,270.0,41.5,16.0,False,False,B
1078,CAPACITOR 45UF,BULBS,0.0,0.0,350.0,450.0,500.0,0.0,0.0,150.0,30.0,16.0,True,False,C
1079,JB BIG,BULBS,189.0,0.0,48.0,60.0,100.0,9072.0,18900.0,52.0,52.0,16.0,False,False,C
108,RISE 40MM SILVER PADLOCK,BULBS,-3.0,0.0,80.0,140.0,200.0,-240.0,0.0,120.0,60.0,16.0,True,True,C
1080,JB SMALL,BULBS,227.0,0.0,23.0,30.0,35.0,5221.0,7945.0,12.0,34.3,16.0,False,False,C
1081,SINGLE HOTPLATE,BULBS,979.0,1.0,550.0,650.0,650.0,538450.0,636350.0,100.0,15.4,16.0,False,False,A
1082,DOUBLE HOT PLATE EUROCHEF COIL,BULBS,48.0,0.0,1400.0,1300.0,1500.0,67200.0,72000.0,100.0,6.7,16.0,False,False,B
1083,45A DP TRONIC 5145 GREY,BULBS,98.0,0.0,615.0,850.0,700.0,60270.0,68600.0,85.0,12.1,16.0,False,False,B
1084,SINGLE CUTOUT HG,BULBS,677.0,0.0,220.0,280.0,300.0,148940.0,203100.0,80.0,26.7,16.0,False,False,B
1086,JOINER 2PIN,BULBS,49.0,0.0,20.0,40.0,50.0,980.0,2450.0,30.0,60.0,16.0,False,False,C
1087,6.0MM 4CORE ARMOURED CABLE METERS,BULBS,166.0,0.0,650.0,800.0,950.0,107900.0,157700.0,300.0,31.6,16.0,False,False,B
1088,10W AC FLOODLIGHT MINI STANDARD,FLOODLIGHTS,2.0,0.0,250.0,400.0,600.0,500.0,1200.0,350.0,58.3,16.0,False,False,C
1089,20W AC FLOODLIGHT MINI STANDARD,FLOODLIGHTS,146.0,0.0,400.0,500.0,700.0,58400.0,102200.0,300.0,42.9,16.0,False,False,B
109,STELLAR 40MM PADLOCK,BULBS,71.0,0.0,155.0,230.0,300.0,11005.0,21300.0,145.0,48.3,16.0,False,False,C
1090,30W AC FLOODLIGHT MINI STANDARD,FLOODLIGHTS,18.0,0.0,550.0,750.0,1000.0,9900.0,18000.0,450.0,45.0,16.0,False,False,C
1091,50W AC FLOODLIGHT MINI STANDARD,FLOODLIGHTS,0.0,0.0,750.0,850.0,1100.0,0.0,0.0,350.0,31.8,16.0,True,False,C
1092,200W AC FLOODLIGHT MINI STANDARD,FLOODLIGHTS,13.0,0.0,2000.0,2100.0,2600.0,26000.0,33800.0,600.0,23.1,16.0,False,False,C
1093,5M SNAKELIGHT SMALL,BULBS,212.0,0.0,235.0,320.0,450.0,49820.0,95400.0,215.0,47.8,16.0,False,False,B
1094,5M SNAKELIGHT BIG,BULBS,482.0,1.0,400.0,600.0,650.0,192800.0,313300.0,250.0,38.5,16.0,False,False,B
1095,10M SNAKELIGHT RGB,BULBS,3.0,0.0,500.0,650.0,850.0,1500.0,2550.0,350.0,41.2,16.0,False,False,C
1096,3T FAME SUPER DUCHA SHOWER ORIGINAL,BULBS,36.0,0.0,1700.0,1950.0,2500.0,61200.0,90000.0,800.0,32.0,16.0,False,False,B
1097,4T SHOWER ENERBRASS,ELECTRICALS,418.0,0.0,1250.0,2100.0,2500.0,522500.0,1045000.0,1250.0,50.0,16.0,False,False,A
1098,GDTIMES FAN GD 8019,BULBS,15.0,0.0,3800.0,4500.0,5000.0,57000.0,75000.0,1200.0,24.0,16.0,False,False,B
11,GD 1 LIGHT 3BULBS,BULBS,6.0,0.0,1800.0,2000.0,2200.0,10800.0,13200.0,400.0,18.2,16.0,False,False,C
110,STELLAR 60MM PADLOCK,BULBS,43.0,0.0,225.0,300.0,320.0,9675.0,13760.0,95.0,29.7,16.0,False,False,C
1100,50W AC FLOODLIGHT VELLMAX V-FL 9250,FLOODLIGHTS,76.0,0.0,520.0,650.0,750.0,39520.0,57000.0,230.0,30.7,16.0,False,False,B
1102,SINGLE SOCKET TRONIC GREY 5113,BULBS,94.0,0.0,285.0,550.0,800.0,26790.0,75200.0,515.0,64.4,16.0,False,False,C
1104,PORTABLE LAMP,BULBS,980.0,0.0,101.0,350.0,350.0,98980.0,343000.0,249.0,71.1,16.0,False,False,B
1105,PHOTOCELL ZODION,BULBS,189.0,0.0,350.0,450.0,600.0,66150.0,113400.0,250.0,41.7,16.0,False,False,B
1106,HANGING HOLDER SMALL B22 UK,BULBS,2912.0,100.0,16.0,20.0,30.0,46592.0,87360.0,14.0,46.7,16.0,False,False,B
1107,HANGING HOLDER E27 UK,BULBS,1152.0,0.0,70.0,100.0,130.0,80640.0,149760.0,60.0,46.2,16.0,False,False,B
1108,1GANG 2WAY SIASE GOLD L002,BULBS,70.0,0.0,120.0,250.0,300.0,8400.0,21000.0,180.0,60.0,16.0,False,False,C
1109,2GANG 2WAY SIASE L004 GOLD,BULBS,457.0,0.0,160.0,320.0,400.0,73120.0,182800.0,240.0,60.0,16.0,False,False,B
111,RISE 50MM SILVER PADLOCK,BULBS,634.0,0.0,100.0,170.0,200.0,63400.0,126800.0,100.0,50.0,16.0,False,False,B
1110,3GANG 2WAY SIASE SILVER S006,BULBS,16.0,0.0,260.0,450.0,500.0,4160.0,8000.0,240.0,48.0,16.0,False,False,C
1111,TOP PLUG EUROMATT,BULBS,19.0,0.0,150.0,110.0,110.0,2850.0,2090.0,0.0,0.0,16.0,False,False,C
1112,TOP PLUG KAIHONG,BULBS,4564.0,0.0,23.0,30.0,50.0,104972.0,228200.0,27.0,54.0,16.0,False,False,B
1113,MULT PLUG COLOURED AGN,ELECTRICALS,13.0,0.0,55.0,60.0,70.0,715.0,910.0,15.0,21.4,16.0,False,False,C
1114,CABLE CLIPS 8MM FLAT,BULBS,232.0,0.0,29.0,35.0,45.0,6728.0,10440.0,16.0,35.6,16.0,False,False,C
1115,CABLE CLIPS 10MM FLAT,BULBS,51.0,0.0,34.0,50.0,60.0,1734.0,3060.0,26.0,43.3,16.0,False,False,C
1116,CABLE CLIPS 9MM,ELECTRICALS,558.0,1.0,32.0,45.0,50.0,17856.0,27900.0,18.0,36.0,16.0,False,False,C
1117,14MM CABLE CLIPS FLAT,BULBS,73.0,1.0,75.0,100.0,130.0,5475.0,9490.0,55.0,42.3,16.0,False,False,C
1118,FULLMOON 36W 39235 STANDARD,BULBS,0.0,0.0,1400.0,2000.0,2500.0,0.0,0.0,1100.0,44.0,16.0,True,False,C
1119,12W E27 TNT CANDLE BULB DOTTED RED,BULBS,0.0,0.0,80.0,100.0,120.0,0.0,0.0,40.0,33.3,16.0,True,False,C
112,RISE 60MM SHACKLED SILVER,BULBS,715.0,0.0,140.0,200.0,220.0,100100.0,157300.0,80.0,36.4,16.0,False,False,B
1120,HDMI 10MTRS,BULBS,54.0,1.0,440.0,700.0,750.0,23760.0,40500.0,310.0,41.3,16.0,False,False,C
1121,TOP PLUG HG,BULBS,594.0,0.0,60.0,70.0,100.0,35640.0,59400.0,40.0,40.0,16.0,False,False,B
1122,TOP PLUG UK,BULBS,0.0,0.0,25.0,30.0,35.0,0.0,0.0,10.0,28.6,16.0,True,False,C
1123,TRAVELLING ADAPTOR,BULBS,4800.0,0.0,20.0,30.0,40.0,96000.0,192000.0,20.0,50.0,16.0,False,False,B
1124,GD LIGHT GD-8006A,ELECTRICALS,0.0,0.0,1700.0,1900.0,2100.0,0.0,0.0,400.0,19.0,16.0,True,False,C
1125,100MM CABLE TIES WHITE,BULBS,50.0,0.0,40.0,100.0,120.0,2000.0,6000.0,80.0,66.7,16.0,False,False,C
1126,150MM CABLE TIES WHITE,BULBS,14.0,0.0,70.0,100.0,180.0,980.0,2520.0,110.0,61.1,16.0,False,False,C
1127,200MM CABLE TIES WHITE,BULBS,15.0,0.0,100.0,140.0,200.0,1500.0,3000.0,100.0,50.0,16.0,False,False,C
1129,300MM CABLE TIES WHITE,BULBS,32.0,0.0,135.0,190.0,250.0,4320.0,8000.0,115.0,46.0,16.0,False,False,C
113,RISE 50MM GOLD PADLOCK,BULBS,9.0,0.0,160.0,220.0,250.0,1440.0,2250.0,90.0,36.0,16.0,False,False,C
1130,350MM CABLE TIES WHITE,BULBS,4.0,1.0,165.0,230.0,300.0,660.0,1200.0,135.0,45.0,16.0,False,False,C
1131,KAMISAFE 7605 D,BULBS,-2.0,0.0,860.0,950.0,1200.0,-1720.0,0.0,340.0,28.3,16.0,True,True,C
1132,SUPER GLUE LIUGEL ORIGINAL,BULBS,0.0,0.0,105.0,180.0,180.0,0.0,0.0,75.0,41.7,16.0,True,False,C
1133,TWIN SOCKET USB LINEAR WHITE,BULBS,8.0,10.0,530.0,630.0,800.0,4240.0,6400.0,270.0,33.8,16.0,True,False,C
1134,TWIN SOCKET USB VIP,BULBS,1000.0,0.0,2000.0,2300.0,2500.0,2000000.0,2500000.0,500.0,20.0,16.0,False,False,A
1135,DAT 9016,BULBS,80.0,0.0,2150.0,2600.0,3000.0,172000.0,240000.0,850.0,28.3,16.0,False,False,B
1136,DOOR BELL TRONIC BD 1801,BULBS,89.0,0.0,460.0,650.0,700.0,40940.0,62300.0,240.0,34.3,16.0,False,False,B
1137,DOOR BELL TLAC,BULBS,206.0,0.0,300.0,360.0,550.0,61800.0,113300.0,250.0,45.5,16.0,False,False,B
1138,DOOR BELL YJ 18,BULBS,0.0,0.0,300.0,400.0,450.0,0.0,0.0,150.0,33.3,16.0,True,False,C
1139,BIRD DOOR BELL,BULBS,3.0,0.0,350.0,480.0,500.0,1050.0,1500.0,150.0,30.0,16.0,False,False,C
114,RISE 50MM SHACKLED GOLD,BULBS,41.0,0.0,200.0,230.0,250.0,8200.0,10250.0,50.0,20.0,16.0,False,False,C
1140,SMART AI CAMERA 360,BULBS,30.0,0.0,2200.0,2800.0,2800.0,66000.0,84000.0,600.0,21.4,16.0,False,False,B
1143,FAN BULB BLUETOOTH,BULBS,964.0,0.0,1200.0,1300.0,1300.0,1156800.0,1253200.0,100.0,7.7,16.0,False,False,A
1144,LORENZETTI MAXI AQUCEDOR SHOWER,ELECTRICALS,7.0,0.0,5200.0,5500.0,6000.0,36400.0,42000.0,800.0,13.3,16.0,False,False,B
1145,T6 HEAD LAMP BIG,BULBS,72.0,0.0,500.0,620.0,680.0,36000.0,48960.0,180.0,26.5,16.0,False,False,B
1146,NML 8017 HOME SYSTEM,ELECTRICALS,2.0,0.0,1600.0,1700.0,2000.0,3200.0,4000.0,400.0,20.0,16.0,False,False,C
1147,STREET LIGHT 90W SOLAR LIGHT,BULBS,982.0,0.0,3100.0,4000.0,4200.0,3044200.0,4124400.0,1100.0,26.2,16.0,False,False,A
1148,60W FLOODLIGHT STANDARD SOLAR,SOLAR,0.0,0.0,2900.0,3200.0,3300.0,0.0,0.0,400.0,12.1,16.0,True,False,C
1149,20A DP SWITCH RR,BULBS,2.0,0.0,150.0,180.0,250.0,300.0,500.0,100.0,40.0,16.0,False,False,C
115,RISE 40MM SHACKLED SILVER,BULBS,24.0,0.0,80.0,140.0,200.0,1920.0,4800.0,120.0,60.0,16.0,False,False,C
1150,SOLDERING GUN UK,BULBS,11.0,0.0,230.0,250.0,300.0,2530.0,3300.0,70.0,23.3,16.0,False,False,C
1151,SOLDERING GUN YELLOW TWO PIN,BULBS,0.0,0.0,130.0,170.0,200.0,0.0,0.0,70.0,35.0,16.0,True,False,C
1152,BALL FITTING PLASTIC AFRICAB MILKY,ELECTRICALS,2.0,0.0,270.0,300.0,350.0,540.0,700.0,80.0,22.9,16.0,False,False,C
1153,100A DOUBLE POLE ANDELI,BULBS,224.0,0.0,180.0,230.0,350.0,40320.0,78400.0,170.0,48.6,16.0,False,False,B
1154,63A DOUBLE POLE ANDELI,BULBS,66.0,0.0,190.0,220.0,300.0,12540.0,19800.0,110.0,36.7,16.0,False,False,C
1155,WAHL PROFESSIONAL TAPED,BULBS,6.0,0.0,1350.0,1700.0,1700.0,8100.0,10200.0,350.0,20.6,16.0,False,False,C
1156,MOSQUITO SWATTER,ELECTRICALS,0.0,0.0,375.0,450.0,450.0,0.0,0.0,75.0,16.7,16.0,True,False,C
1157,FAN BULB MULTICOLOUR VELLMAX,BULBS,995.0,0.0,400.0,470.0,500.0,398000.0,497500.0,100.0,20.0,16.0,False,False,A
1158,TESTER BIG,BULBS,2292.0,0.0,28.0,50.0,65.0,64176.0,148980.0,37.0,56.9,16.0,False,False,B
1159,TESTER DUPRO SMALL,BULBS,3769.0,1.0,23.0,28.0,40.0,86687.0,150760.0,17.0,42.5,16.0,False,False,B
116,1M TRACK RAIL BLACK,ELECTRICALS,71.0,0.0,100.0,300.0,400.0,7100.0,28400.0,300.0,75.0,16.0,False,False,C
1160,RADIO CORD ORIGINAL,BULBS,-13.0,0.0,45.0,70.0,90.0,-585.0,0.0,45.0,50.0,16.0,True,True,C
1161,12W WINDSOR E27 WW,BULBS,100.0,0.0,105.0,120.0,120.0,10500.0,12000.0,15.0,12.5,16.0,False,False,C
1162,12W E27 LUMI DAY,BULBS,1000.0,0.0,120.0,140.0,150.0,120000.0,150000.0,30.0,20.0,16.0,False,False,B
1163,SINGLE BLANKING COVER VIP WINDSOR,BULBS,0.0,0.0,200.0,650.0,700.0,0.0,0.0,500.0,71.4,16.0,True,False,C
1164,FIVE STAR F5 PURPLE,BULBS,990.0,0.0,800.0,1200.0,1300.0,792000.0,1287000.0,500.0,38.5,16.0,False,False,A
1165,13A TOP PLUG TRONIC WHITE 5300 TRK 5300,BULBS,93.0,0.0,117.0,200.0,200.0,10881.0,18600.0,83.0,41.5,16.0,False,False,C
1166,KAMISAFE 7603,BULBS,36.0,0.0,500.0,550.0,700.0,18000.0,25200.0,200.0,28.6,16.0,False,False,C
1167,DAT 999,BULBS,2.0,0.0,1750.0,1850.0,2000.0,3500.0,4000.0,250.0,12.5,16.0,False,False,C
1168,2FT 25W DIFFUSER VELLMAX 4725,BULBS,353.0,0.0,200.0,240.0,350.0,70600.0,123550.0,150.0,42.9,16.0,False,False,B
1170,SUNUP TAPE,BULBS,962.0,0.0,80.0,95.0,170.0,76960.0,163540.0,90.0,52.9,16.0,False,False,B
1171,RILL GLUE,BULBS,0.0,0.0,90.0,150.0,180.0,0.0,0.0,90.0,50.0,16.0,True,False,C
1175,PHOTOCELL ZODION BIG,BULBS,95.0,0.0,850.0,950.0,950.0,80750.0,90250.0,100.0,10.5,16.0,False,False,B
1177,4WAY MARKEN EXTENSION USB,BULBS,551.0,0.0,350.0,420.0,500.0,192850.0,275500.0,150.0,30.0,16.0,False,False,B
1179,AKKO-STAR 5W 3M 855,BULBS,1000.0,0.0,620.0,670.0,750.0,620000.0,750000.0,130.0,17.3,16.0,False,False,A
118,6WAY CONSUMER RR,ELECTRICALS,8.0,0.0,2041.0,2150.0,2300.0,16328.0,18400.0,259.0,11.3,16.0,False,False,C
1183,SOLAR WIFI CAMERA DOUBLE LENS VTS02,BULBS,24.0,0.0,5300.0,7500.0,12000.0,127200.0,288000.0,6700.0,55.8,16.0,False,False,B
1184,SOLAR CONTROL 5118-2,BULBS,1000.0,0.0,7000.0,1000.0,1200.0,7000000.0,1200000.0,0.0,0.0,16.0,False,False,A
